Customer Id,Customer Segment,Customer Country,Customer City,Customer State,Customer Street,Customer Zipcode
10376,Consumer,EE. UU.,Yuma,AZ,182 Indian Horse Diversion,85364.0
8469,Consumer,EE. UU.,Garden Grove,CA,4599 Crystal Avenue,92843.0
13707,Consumer,EE. UU.,Simi Valley,CA,1021 Silver Log Cape,93065.0
10575,Consumer,EE. UU.,Ontario,CA,6888 Wishing Mountain Run,91762.0
12805,Consumer,EE. UU.,Chicago,IL,4152 Round Log Expressway,60624.0
3225,Consumer,EE. UU.,Ann Arbor,MI,3282 Silent Autoroute,48103.0
14759,Consumer,EE. UU.,Webster,NY,2959 Old Blossom Farms,14580.0
13831,Consumer,EE. UU.,Santa Ana,CA,8279 Dusty Beacon Vale,92705.0
13741,Consumer,EE. UU.,Columbia,SC,4429 Clear Panda Cove,29223.0
14758,Consumer,EE. UU.,Walnut,CA,3193 Crystal Centre,91789.0
14010,Consumer,EE. UU.,Miami,FL,9163 Fallen Glen,33126.0
13577,Consumer,EE. UU.,Howell,MI,8839 Quiet Leaf Range,48843.0
10128,Consumer,EE. UU.,San Diego,CA,8852 Iron Port,92154.0
14009,Consumer,EE. UU.,Phoenix,AZ,830 Quaking Bear Grounds,85009.0
14703,Consumer,EE. UU.,Glendale,AZ,1491 Foggy Glade,85308.0
4113,Consumer,EE. UU.,Cary,NC,6447 Tawny Cloud Port,27511.0
12801,Consumer,EE. UU.,Garden Grove,CA,1102 Pleasant Maze ,92843.0
2245,Consumer,EE. UU.,Las Vegas,NV,1550 Broad Pine Place,89101.0
11875,Consumer,EE. UU.,Princeton,NJ,8005 Umber Crossing,8540.0
10237,Consumer,EE. UU.,Medina,OH,8333 Stony Via,44256.0
7855,Consumer,EE. UU.,Cicero,IL,7868 Iron Fawn Mall ,60804.0
12800,Consumer,EE. UU.,Tulare,CA,6316 Quiet Pines ,93274.0
13826,Consumer,EE. UU.,Phoenix,AZ,338 Heather Orchard,85029.0
13844,Consumer,EE. UU.,Chicago,IL,4423 Little Mews,60657.0
13628,Consumer,EE. UU.,Washington,PA,911 Middle Fawn Townline,15301.0
8495,Consumer,EE. UU.,Upland,CA,4144 Quiet Orchard,91786.0
6904,Consumer,EE. UU.,Hamilton,OH,9190 Crystal Thicket,45013.0
7378,Consumer,EE. UU.,Pico Rivera,CA,3327 Pleasant Place,90660.0
3035,Consumer,EE. UU.,Glenview,IL,1865 Bright Dale Walk,60025.0
9805,Consumer,EE. UU.,Walnut,CA,8675 Little Arbor,91789.0
7026,Corporate,Puerto Rico,Caguas,PR,3339 Cinder Rise,725.0
9673,Corporate,Puerto Rico,Caguas,PR,7694 Velvet Turnabout,725.0
2022,Corporate,Puerto Rico,Caguas,PR,3470 Gentle Place,725.0
2472,Corporate,Puerto Rico,Caguas,PR,8589 Red Deer Circuit,725.0
2612,Corporate,Puerto Rico,Caguas,PR,4772 Indian Alley,725.0
10399,Corporate,Puerto Rico,Caguas,PR,4280 Hazy Cloud Trail,725.0
5321,Corporate,Puerto Rico,Caguas,PR,2261 Harvest Gate,725.0
5212,Corporate,Puerto Rico,Caguas,PR,8813 Cozy Gate Hill,725.0
12398,Corporate,Puerto Rico,Caguas,PR,9959 Old Walk,725.0
7611,Corporate,Puerto Rico,Caguas,PR,2428 Green Prairie Path,725.0
1910,Corporate,Puerto Rico,Caguas,PR,7302 Sunny Valley,725.0
5930,Corporate,Puerto Rico,Caguas,PR,3298 Round Creek Expressway,725.0
19161,Corporate,Puerto Rico,Guayama,PR,9757 Dusty Diversion,784.0
19241,Corporate,Puerto Rico,Caguas,PR,7136 Cozy Bear Mountain,725.0
5019,Corporate,Puerto Rico,Caguas,PR,6340 Merry Blossom Boulevard,725.0
6912,Corporate,Puerto Rico,Bayamon,PR,4271 Hazy Close,957.0
4584,Corporate,Puerto Rico,San Juan,PR,5492 Blue View,921.0
17906,Corporate,Puerto Rico,Caguas,PR,5883 Dusty Drive,725.0
17673,Corporate,Puerto Rico,Caguas,PR,6567 Red Sky Gate,725.0
11511,Corporate,Puerto Rico,Caguas,PR,10 Tawny Brook Canyon,725.0
17526,Corporate,Puerto Rico,Caguas,PR,7962 Wishing Fox Harbour,725.0
20332,Corporate,Puerto Rico,Caguas,PR,4899 Rustic Apple Boulevard,725.0
17777,Corporate,Puerto Rico,Caguas,PR,6889 Gentle Pike,725.0
20337,Corporate,Puerto Rico,Caguas,PR,852 Green Private,725.0
17030,Corporate,Puerto Rico,Caguas,PR,4711 Grand Pioneer Promenade,725.0
19079,Corporate,Puerto Rico,Caguas,PR,2083 Harvest Horse Mount,725.0
18279,Corporate,Puerto Rico,Caguas,PR,4113 Merry Barn Expressway,725.0
17449,Corporate,Puerto Rico,Caguas,PR,3838 Bright Creek Vista,725.0
17920,Corporate,Puerto Rico,Caguas,PR,840 Round Highlands,725.0
4283,Corporate,Puerto Rico,Caguas,PR,2355 Velvet Hickory Crest,725.0
5690,Corporate,Puerto Rico,Caguas,PR,5950 Misty Branch Dale,725.0
11780,Corporate,Puerto Rico,Caguas,PR,1118 Pleasant Bluff Heights,725.0
1226,Corporate,Puerto Rico,Caguas,PR,2199 Dewy Forest Highway,725.0
8893,Corporate,Puerto Rico,Caguas,PR,9494 Thunder Inlet,725.0
10153,Corporate,Puerto Rico,Caguas,PR,610 Clear Apple Highway,725.0
6494,Corporate,Puerto Rico,Arecibo,PR,3006 Dusty Apple Range,612.0
7981,Corporate,Puerto Rico,Caguas,PR,9439 Lazy Crossing,725.0
1032,Corporate,Puerto Rico,Caguas,PR,757 Misty Goose Impasse,725.0
4480,Corporate,Puerto Rico,Vega Baja,PR,6608 Bright Creek Limits,693.0
10900,Corporate,Puerto Rico,Caguas,PR,2571 Bright Forest,725.0
8599,Corporate,Puerto Rico,Caguas,PR,9676 Silent Centre,725.0
77,Corporate,Puerto Rico,Caguas,PR,1021 Silver Log Cape,725.0
10274,Corporate,Puerto Rico,Caguas,PR,1847 Quiet Leaf View,725.0
11607,Corporate,Puerto Rico,Caguas,PR,8874 Harvest Hills Grove,725.0
1772,Corporate,Puerto Rico,Caguas,PR,7910 Cotton Branch Highway,725.0
8955,Corporate,Puerto Rico,Caguas,PR,5025 Shady Vista,725.0
9612,Corporate,Puerto Rico,Caguas,PR,6909 Shady Sky Park,725.0
1358,Corporate,Puerto Rico,Caguas,PR,1467 Hazy Hills By-pass,725.0
2648,Corporate,Puerto Rico,Caguas,PR,5332 Heather Hills Isle,725.0
4450,Corporate,Puerto Rico,Caguas,PR,2531 Wishing Square,725.0
13203,Corporate,Puerto Rico,Caguas,PR,2543 Foggy Pond Crescent,725.0
14485,Corporate,Puerto Rico,Caguas,PR,9905 Fallen Butterfly Valley,725.0
14180,Corporate,Puerto Rico,Caguas,PR,6473 Bright Expressway,725.0
14478,Corporate,Puerto Rico,Caguas,PR,8492 Easy Alley,725.0
14440,Corporate,Puerto Rico,Guaynabo,PR,1077 Grand Lake Stead,969.0
14188,Corporate,Puerto Rico,Humacao,PR,6724 Crystal Dale,791.0
3286,Corporate,Puerto Rico,Caguas,PR,2328 Middle Robin Path,725.0
3579,Corporate,Puerto Rico,Caguas,PR,3741 Bright Extension,725.0
13681,Corporate,Puerto Rico,Caguas,PR,669 Velvet Branch Ramp,725.0
14004,Corporate,Puerto Rico,Caguas,PR,9494 Bright Stead,725.0
3769,Corporate,Puerto Rico,Caguas,PR,7290 Rustic Deer Private,725.0
2459,Corporate,Puerto Rico,Caguas,PR,7284 Hidden Elk Forest,725.0
13679,Corporate,Puerto Rico,Caguas,PR,1777 High Alley,725.0
3233,Corporate,Puerto Rico,Caguas,PR,1040 Shady Horse Limits,725.0
6723,Corporate,Puerto Rico,Caguas,PR,4776 Heather Creek Road,725.0
7898,Corporate,Puerto Rico,Caguas,PR,4286 Stony Turnabout,725.0
13546,Corporate,Puerto Rico,Caguas,PR,2586 High Log Autoroute,725.0
8017,Corporate,Puerto Rico,Caguas,PR,7770 Gentle Quail Downs,725.0
11256,Corporate,Puerto Rico,Caguas,PR,8344 Dewy Path,725.0
3136,Corporate,Puerto Rico,Caguas,PR,6588 Burning Pike,725.0
12329,Corporate,Puerto Rico,Caguas,PR,2459 Old Pine Boulevard,725.0
9346,Corporate,Puerto Rico,Caguas,PR,4208 Jagged Apple Dale,725.0
14775,Corporate,Puerto Rico,Caguas,PR,403 Tawny Hills By-pass,725.0
10161,Corporate,Puerto Rico,Caguas,PR,2415 Grand Spring Place,725.0
8335,Corporate,Puerto Rico,Caguas,PR,1802 Wishing Line,725.0
4201,Corporate,Puerto Rico,Caguas,PR,5450 Easy Thicket,725.0
2735,Corporate,Puerto Rico,Caguas,PR,5010 Emerald Hollow,725.0
6341,Corporate,Puerto Rico,Caguas,PR,4647 Misty Branch Gardens,725.0
4053,Corporate,Puerto Rico,Caguas,PR,6450 Sleepy Island Path,725.0
8876,Corporate,Puerto Rico,Caguas,PR,4742 Gentle Beach,725.0
7932,Corporate,Puerto Rico,Caguas,PR,8799 Quaking Arbor,725.0
5615,Corporate,Puerto Rico,Caguas,PR,65 Stony Concession,725.0
4499,Corporate,Puerto Rico,Caguas,PR,6158 Silver Apple Field,725.0
3176,Corporate,Puerto Rico,Caguas,PR,3440 Foggy Autoroute,725.0
94,Corporate,Puerto Rico,Caguas,PR,921 Broad Chase,725.0
8748,Corporate,Puerto Rico,Caguas,PR,406 Shady Cider Corner,725.0
8411,Corporate,Puerto Rico,Caguas,PR,7894 Colonial Knoll,725.0
4089,Corporate,Puerto Rico,Caguas,PR,1313 Old Hickory Round,725.0
5660,Corporate,Puerto Rico,Caguas,PR,8984 Dewy Arbor,725.0
2049,Corporate,Puerto Rico,Caguas,PR,9905 Fallen Butterfly Valley,725.0
12668,Corporate,Puerto Rico,Caguas,PR,4197 Colonial Prairie Mews,725.0
12441,Corporate,Puerto Rico,Caguas,PR,10 Crystal River Mall,725.0
12653,Corporate,Puerto Rico,Caguas,PR,1490 Silver Canyon ,725.0
12598,Corporate,Puerto Rico,Caguas,PR,5452 Jagged Green ,725.0
15031,Corporate,Puerto Rico,Caguas,PR,6724 Golden Quay,725.0
15119,Corporate,Puerto Rico,Caguas,PR,7798 Dusty Path,725.0
14420,Corporate,Puerto Rico,Caguas,PR,7857 Broad Glade,725.0
190,Corporate,Puerto Rico,Caguas,PR,3819 Easy Knoll,725.0
11623,Corporate,Puerto Rico,Yauco,PR,1202 Clear Leaf Swale,698.0
10673,Corporate,Puerto Rico,Caguas,PR,372 Noble Park,725.0
11829,Corporate,Puerto Rico,Caguas,PR,4010 Tawny Embers Rise,725.0
7455,Corporate,Puerto Rico,Caguas,PR,9775 Middle River Townline,725.0
13943,Corporate,Puerto Rico,Caguas,PR,436 Noble Shadow Estates,725.0
2650,Corporate,Puerto Rico,Caguas,PR,7621 Fallen Hollow,725.0
3423,Corporate,Puerto Rico,Caguas,PR,2571 Noble Crescent,725.0
3877,Corporate,Puerto Rico,Caguas,PR,1548 Lazy Circuit,725.0
7049,Corporate,Puerto Rico,Caguas,PR,7177 Old Nectar Ridge,725.0
3881,Corporate,Puerto Rico,Caguas,PR,2439 Old Grove,725.0
3816,Corporate,Puerto Rico,Caguas,PR,371 Cozy Prairie Highway,725.0
4118,Corporate,Puerto Rico,Caguas,PR,68 Foggy Timber Walk,725.0
6025,Corporate,Puerto Rico,Caguas,PR,8734 Dewy Expressway,725.0
7631,Corporate,Puerto Rico,Caguas,PR,7571 Clear Apple Corner,725.0
10360,Corporate,Puerto Rico,Caguas,PR,4555 Umber Zephyr Inlet,725.0
9637,Corporate,Puerto Rico,Caguas,PR,5763 Crystal Alley,725.0
5596,Corporate,Puerto Rico,Caguas,PR,1439 Silent Pathway,725.0
3354,Corporate,Puerto Rico,Caguas,PR,5143 Old Walk,725.0
6300,Corporate,Puerto Rico,Caguas,PR,5148 Tawny Cider Landing,725.0
3155,Corporate,Puerto Rico,Caguas,PR,7763 Umber End,725.0
1123,Corporate,Puerto Rico,Caguas,PR,6174 Honey Lookout,725.0
4467,Corporate,Puerto Rico,Caguas,PR,4709 Burning Arbor,725.0
4779,Corporate,Puerto Rico,Caguas,PR,8172 Emerald Nectar Diversion,725.0
11581,Corporate,Puerto Rico,Juana Diaz,PR,3587 Blue Mall ,795.0
4065,Corporate,Puerto Rico,Caguas,PR,7284 Hidden Elk Forest,725.0
10707,Corporate,Puerto Rico,Caguas,PR,2143 Colonial Cloud Dale,725.0
7870,Corporate,Puerto Rico,Caguas,PR,9008 Old Lane,725.0
2150,Corporate,Puerto Rico,Caguas,PR,5117 Red Wynd,725.0
9717,Corporate,Puerto Rico,Caguas,PR,2262 Green Wharf,725.0
2479,Corporate,Puerto Rico,Caguas,PR,9126 Wishing Expressway,725.0
3277,Corporate,Puerto Rico,Caguas,PR,4255 Stony Island Crescent,725.0
12061,Corporate,Puerto Rico,Caguas,PR,1191 Merry Rabbit Acres,725.0
8403,Corporate,Puerto Rico,Caguas,PR,6502 Misty Forest,725.0
7536,Corporate,Puerto Rico,Caguas,PR,1810 Round Lookout,725.0
11322,Corporate,Puerto Rico,Caguas,PR,5438 Misty Valley,725.0
5618,Corporate,Puerto Rico,Caguas,PR,2232 Broad Cove,725.0
4517,Corporate,Puerto Rico,Caguas,PR,1469 Cinder Leaf Cape,725.0
5155,Corporate,Puerto Rico,Caguas,PR,2122 Red Hollow,725.0
10768,Corporate,Puerto Rico,Caguas,PR,6234 Jagged Bluff Expressway,725.0
11873,Corporate,Puerto Rico,Caguas,PR,8626 Silver End,725.0
4204,Corporate,Puerto Rico,Caguas,PR,9095 Amber Pioneer Path,725.0
2747,Corporate,Puerto Rico,Caguas,PR,6889 Gentle Pike,725.0
9565,Corporate,Puerto Rico,Caguas,PR,5621 Lost Via,725.0
18129,Corporate,Puerto Rico,Caguas,PR,5735 Round Beacon Terrace,725.0
19156,Corporate,Puerto Rico,Caguas,PR,9920 Little Lane,725.0
19281,Corporate,Puerto Rico,Caguas,PR,9714 Quaking Elk Green,725.0
19154,Corporate,Puerto Rico,Caguas,PR,9611 Thunder Loop,725.0
19151,Corporate,Puerto Rico,Caguas,PR,1112 Cinder Woods,725.0
19201,Corporate,Puerto Rico,Caguas,PR,6245 Amber Cloud Gate,725.0
16522,Corporate,Puerto Rico,Caguas,PR,9741 Lost Cider Campus,725.0
15781,Corporate,Puerto Rico,Caguas,PR,1557 High Spring Cove,725.0
15814,Corporate,Puerto Rico,Caguas,PR,1802 Wishing Line,725.0
15705,Corporate,Puerto Rico,Caguas,PR,8773 Colonial Shadow Maze,725.0
4603,Corporate,Puerto Rico,Caguas,PR,7539 Tawny Timber Concession,725.0
3018,Corporate,Puerto Rico,Caguas,PR,4841 Merry Leaf Terrace,725.0
9676,Corporate,Puerto Rico,Caguas,PR,4277 Golden Road,725.0
875,Corporate,Puerto Rico,Caguas,PR,5258 Umber Dale Woods,725.0
10826,Corporate,Puerto Rico,Caguas,PR,3610 Cozy Acres,725.0
1190,Corporate,Puerto Rico,Caguas,PR,6179 Silver Alley,725.0
4731,Corporate,Puerto Rico,Caguas,PR,6269 Harvest Shadow Meadow,725.0
17646,Corporate,Puerto Rico,Caguas,PR,4417 Dusty Elk Cape,725.0
7193,Corporate,Puerto Rico,Caguas,PR,1440 Fallen Fox Dell,725.0
18028,Corporate,Puerto Rico,Caguas,PR,6063 Golden Point,725.0
8062,Corporate,Puerto Rico,Caguas,PR,3051 Dewy Creek Harbour,725.0
17678,Corporate,Puerto Rico,Caguas,PR,5332 Heather Hills Isle,725.0
17445,Corporate,Puerto Rico,Caguas,PR,3505 Emerald Vista,725.0
7449,Corporate,Puerto Rico,Caguas,PR,7767 Crystal Concession,725.0
8651,Corporate,Puerto Rico,Caguas,PR,92 Heather Cloud Circle,725.0
10115,Corporate,Puerto Rico,Caguas,PR,5184 Amber Cider Towers,725.0
18523,Corporate,Puerto Rico,Caguas,PR,7119 Iron Creek Farm,725.0
20559,Corporate,Puerto Rico,Caguas,PR,595 Sunny Line,725.0
140,Corporate,Puerto Rico,Caguas,PR,5712 Heather Rise,725.0
20468,Corporate,Puerto Rico,Caguas,PR,6280 Sleepy Brook Diversion,725.0
18431,Corporate,Puerto Rico,Caguas,PR,3761 Foggy Autumn Crossing,725.0
8924,Corporate,Puerto Rico,Caguas,PR,9671 Hidden Glade,725.0
7086,Corporate,Puerto Rico,Caguas,PR,7928 Easy Hollow,725.0
2222,Corporate,Puerto Rico,Caguas,PR,4905 Umber Corners,725.0
12295,Corporate,Puerto Rico,Caguas,PR,275 Heather Rabbit Parkway,725.0
15515,Corporate,Puerto Rico,Caguas,PR,9581 Burning Horse Centre,725.0
15533,Corporate,Puerto Rico,Caguas,PR,1112 Rustic Range,725.0
15653,Corporate,Puerto Rico,Caguas,PR,1100 Amber Turnabout,725.0
15598,Corporate,Puerto Rico,Caguas,PR,4870 Broad Berry Circuit,725.0
15434,Corporate,Puerto Rico,Caguas,PR,6063 Golden Point,725.0
8729,Corporate,Puerto Rico,Caguas,PR,287 Round Thicket,725.0
2749,Corporate,Puerto Rico,Caguas,PR,4381 Burning Concession,725.0
1563,Corporate,Puerto Rico,Caguas,PR,1510 Burning Creek Heath,725.0
4912,Corporate,Puerto Rico,Caguas,PR,7639 Silent Valley,725.0
17579,Corporate,Puerto Rico,Caguas,PR,7168 Amber Row,725.0
15195,Corporate,Puerto Rico,Caguas,PR,6140 Pleasant Dale Farm,725.0
20096,Corporate,Puerto Rico,Caguas,PR,8906 Silver Link,725.0
16340,Corporate,Puerto Rico,Caguas,PR,4353 Sunny Gate Avenue,725.0
16106,Corporate,Puerto Rico,Caguas,PR,8172 Jagged Pond Vale,725.0
20140,Corporate,Puerto Rico,Caguas,PR,3710 Little Nook,725.0
20068,Corporate,Puerto Rico,Caguas,PR,1966 Broad Run,725.0
20301,Corporate,Puerto Rico,Caguas,PR,529 Cotton Branch Grove,725.0
17751,Corporate,Puerto Rico,Caguas,PR,119 High Loop,725.0
16425,Corporate,Puerto Rico,Caguas,PR,3225 Dusty Autumn Meadow,725.0
4466,Corporate,Puerto Rico,Yauco,PR,6269 Silver Bluff Alley,698.0
10653,Corporate,Puerto Rico,Caguas,PR,4210 Dewy Round,725.0
1754,Corporate,Puerto Rico,Caguas,PR,5103 Tawny Panda Dell,725.0
18420,Corporate,Puerto Rico,Caguas,PR,8808 Quaking Front,725.0
10842,Corporate,Puerto Rico,Caguas,PR,1682 Amber Parade,725.0
2318,Corporate,Puerto Rico,Caguas,PR,3240 Sleepy Beacon Bend,725.0
8682,Corporate,Puerto Rico,Caguas,PR,8620 Burning Isle,725.0
17083,Corporate,Puerto Rico,Caguas,PR,1025 Colonial Plaza,725.0
16174,Corporate,Puerto Rico,Caguas,PR,7940 Shady Blossom Lane,725.0
4447,Corporate,Puerto Rico,Canovanas,PR,7342 Hazy Beacon Park,729.0
11233,Corporate,Puerto Rico,Caguas,PR,3907 Rustic Via,725.0
1188,Corporate,Puerto Rico,Caguas,PR,8906 Cotton Alley,725.0
5602,Corporate,Puerto Rico,Caguas,PR,1795 Fallen Corners,725.0
9690,Corporate,Puerto Rico,Caguas,PR,742 High Lake Farm,725.0
6895,Corporate,Puerto Rico,Caguas,PR,7580 Velvet Lagoon Extension,725.0
6092,Corporate,Puerto Rico,Caguas,PR,182 Indian Horse Diversion,725.0
1912,Corporate,Puerto Rico,Caguas,PR,1655 Sleepy Pine Common,725.0
11485,Corporate,Puerto Rico,Caguas,PR,5493 Rocky Oak Falls,725.0
7480,Corporate,Puerto Rico,Trujillo Alto,PR,3810 Sunny Turnabout,976.0
10574,Corporate,Puerto Rico,Caguas,PR,4293 Rustic Island,725.0
6505,Corporate,Puerto Rico,Caguas,PR,6517 Hazy Wagon  Walk,725.0
9306,Corporate,Puerto Rico,Caguas,PR,3316 High Oak Extension,725.0
3640,Corporate,Puerto Rico,Caguas,PR,6843 Dusty Log Edge,725.0
9758,Corporate,Puerto Rico,Caguas,PR,2525 Thunder Loop,725.0
8263,Corporate,Puerto Rico,Caguas,PR,3634 Burning Park,725.0
7196,Corporate,Puerto Rico,Caguas,PR,4852 Cozy Dale,725.0
5475,Corporate,Puerto Rico,Caguas,PR,3282 Lost Gate,725.0
43,Corporate,Puerto Rico,Caguas,PR,4575 Thunder Dale,725.0
4737,Corporate,Puerto Rico,Caguas,PR,6390 Harvest Crest,725.0
4082,Corporate,Puerto Rico,Caguas,PR,5784 Silent Island Extension,725.0
495,Corporate,Puerto Rico,Caguas,PR,7107 Harvest Blossom Abbey,725.0
8149,Corporate,Puerto Rico,Caguas,PR,3481 Wishing Port,725.0
8394,Corporate,Puerto Rico,Caguas,PR,8913 Pleasant Rabbit Quay,725.0
8146,Corporate,Puerto Rico,Caguas,PR,8314 Cotton Harbour,725.0
5510,Corporate,Puerto Rico,Caguas,PR,4909 Noble Road,725.0
9288,Corporate,Puerto Rico,Caguas,PR,7353 Indian Anchor Line,725.0
5967,Corporate,Puerto Rico,Caguas,PR,4271 Noble Island,725.0
1737,Corporate,Puerto Rico,Caguas,PR,6197 Jagged Estates,725.0
1323,Corporate,Puerto Rico,Caguas,PR,7074 Cotton Diversion,725.0
11701,Corporate,Puerto Rico,Caguas,PR,6496 Colonial Leaf Orchard,725.0
9931,Corporate,Puerto Rico,Caguas,PR,2841 Broad Pony Grove,725.0
3819,Corporate,Puerto Rico,Caguas,PR,5452 Jagged Green,725.0
10613,Corporate,Puerto Rico,Caguas,PR,5833 Bright Hollow,725.0
6228,Corporate,Puerto Rico,Caguas,PR,8688 Amber Creek Round,725.0
7962,Corporate,Puerto Rico,Caguas,PR,8609 Golden Pathway,725.0
6179,Corporate,Puerto Rico,Caguas,PR,5010 Dusty Gate,725.0
2510,Corporate,Puerto Rico,Caguas,PR,8446 Green Wagon  Moor,725.0
7880,Corporate,Puerto Rico,Caguas,PR,5717 Quiet Dell,725.0
10292,Corporate,Puerto Rico,Caguas,PR,6077 Clear Mountain Abbey,725.0
6240,Corporate,Puerto Rico,Caguas,PR,5735 Quaking Cider Highway,725.0
4410,Corporate,Puerto Rico,Caguas,PR,6826 Quiet Lane,725.0
4317,Corporate,Puerto Rico,Caguas,PR,5010 Emerald Hollow,725.0
11857,Corporate,Puerto Rico,Caguas,PR,8434 Rocky Knoll,725.0
4024,Corporate,Puerto Rico,Caguas,PR,8944 Red Place,725.0
7851,Corporate,Puerto Rico,Caguas,PR,8508 Merry Crest,725.0
9938,Corporate,Puerto Rico,Caguas,PR,3392 Hazy Point,725.0
3059,Corporate,Puerto Rico,Caguas,PR,4429 Clear Panda Cove,725.0
11045,Corporate,Puerto Rico,Caguas,PR,8314 Sleepy Fawn Heath,725.0
1609,Corporate,Puerto Rico,Caguas,PR,7640 Honey Apple Route,725.0
7813,Corporate,Puerto Rico,Caguas,PR,5656 Burning By-pass,725.0
4682,Corporate,Puerto Rico,Caguas,PR,7094 Misty Wynd,725.0
989,Corporate,Puerto Rico,Caguas,PR,1914 Blue Autumn Harbour,725.0
9374,Corporate,Puerto Rico,Caguas,PR,2762 Umber Cloud Glen,725.0
4816,Corporate,Puerto Rico,Caguas,PR,7380 Hazy Timber Expressway,725.0
9722,Corporate,Puerto Rico,Caguas,PR,4396 Round Mews,725.0
1163,Corporate,Puerto Rico,Caguas,PR,3114 Grand Quail Pointe,725.0
774,Corporate,Puerto Rico,Caguas,PR,3216 Rocky Centre,725.0
2664,Corporate,Puerto Rico,Caguas,PR,5087 Foggy Nectar Campus,725.0
4871,Corporate,Puerto Rico,Caguas,PR,4436 Indian Acres,725.0
3667,Corporate,Puerto Rico,Caguas,PR,9009 Umber Log Island,725.0
13526,Corporate,Puerto Rico,Caguas,PR,9394 Umber Abbey,725.0
13040,Corporate,Puerto Rico,Caguas,PR,7957 Iron Hollow ,725.0
14091,Corporate,Puerto Rico,Caguas,PR,690 Rocky Lake Villas,725.0
14680,Corporate,Puerto Rico,Caguas,PR,9042 Jagged Elk Private,725.0
13414,Corporate,Puerto Rico,Caguas,PR,1669 Middle Common ,725.0
13198,Corporate,Puerto Rico,Caguas,PR,6734 Grand Leaf Pathway,725.0
14607,Corporate,Puerto Rico,Caguas,PR,8839 Quiet Leaf Range,725.0
13089,Corporate,Puerto Rico,Caguas,PR,9420 Velvet Lagoon Trail,725.0
14089,Corporate,Puerto Rico,Caguas,PR,1626 Heather Road,725.0
14251,Corporate,Puerto Rico,Caguas,PR,1875 Bright Ledge,725.0
13412,Corporate,Puerto Rico,Caguas,PR,4778 Little Creek Bay,725.0
14214,Corporate,Puerto Rico,Caguas,PR,7971 Wishing Corners,725.0
14461,Corporate,Puerto Rico,Caguas,PR,6481 Heather Wagon Range,725.0
14441,Corporate,Puerto Rico,Caguas,PR,4839 Lazy View,725.0
14639,Corporate,Puerto Rico,Caguas,PR,9922 Umber Promenade,725.0
14392,Corporate,Puerto Rico,Caguas,PR,555 Colonial Butterfly Highway,725.0
14458,Corporate,Puerto Rico,Caguas,PR,3470 Gentle Place,725.0
14619,Corporate,Puerto Rico,Caguas,PR,5744 Cinder Square,725.0
14083,Corporate,Puerto Rico,Caguas,PR,7770 Tawny Fox Circle,725.0
14065,Corporate,Puerto Rico,Caguas,PR,8063 Golden Street,725.0
14438,Corporate,Puerto Rico,Caguas,PR,7258 Grand Pond Acres,725.0
14617,Corporate,Puerto Rico,Caguas,PR,5008 Hidden Autoroute,725.0
14099,Corporate,Puerto Rico,Caguas,PR,1952 Noble Ramp,725.0
13531,Corporate,Puerto Rico,Caguas,PR,9296 Hazy Goose Bend,725.0
13297,Corporate,Puerto Rico,Caguas,PR,7112 Cozy Highway ,725.0
13117,Corporate,Puerto Rico,Caguas,PR,4075 Silver Hills Heights,725.0
14278,Corporate,Puerto Rico,Caguas,PR,153 Blue Bay,725.0
14417,Corporate,Puerto Rico,Caguas,PR,7694 Burning Towers,725.0
14650,Corporate,Puerto Rico,Caguas,PR,6567 Red Sky Gate,725.0
13349,Corporate,Puerto Rico,Caguas,PR,5234 Foggy Bear Meadow,725.0
14415,Corporate,Puerto Rico,Caguas,PR,338 Heather Orchard,725.0
13294,Corporate,Puerto Rico,Caguas,PR,8893 Indian Swale ,725.0
14276,Corporate,Puerto Rico,Caguas,PR,427 Grand Branch Hill,725.0
8689,Corporate,Puerto Rico,Caguas,PR,4189 Amber Leaf Close,725.0
8597,Corporate,Puerto Rico,Caguas,PR,2073 Round Maze,725.0
4465,Corporate,Puerto Rico,Caguas,PR,3709 Middle Forest Downs,725.0
4716,Corporate,Puerto Rico,Caguas,PR,4579 Cotton Walk,725.0
13897,Corporate,Puerto Rico,Caguas,PR,4355 Gentle Abbey,725.0
11156,Corporate,Puerto Rico,Caguas,PR,3392 Hazy Point,725.0
9978,Corporate,Puerto Rico,Caguas,PR,681 Tawny Range,725.0
14022,Corporate,Puerto Rico,Caguas,PR,7312 Crystal Willow Villas,725.0
13950,Corporate,Puerto Rico,Caguas,PR,2934 Dusty Autoroute,725.0
13859,Corporate,Puerto Rico,Caguas,PR,257 Iron Elk Maze,725.0
12778,Corporate,Puerto Rico,Caguas,PR,2592 Colonial Pointe ,725.0
3244,Corporate,Puerto Rico,Caguas,PR,3216 Red Glade,725.0
3360,Corporate,Puerto Rico,Caguas,PR,786 Golden Forest Terrace,725.0
1121,Corporate,Puerto Rico,Caguas,PR,8055 Iron Ridge,725.0
8619,Corporate,Puerto Rico,Caguas,PR,7353 Indian Anchor Line,725.0
13965,Corporate,Puerto Rico,Caguas,PR,3926 Stony Gardens,725.0
11079,Corporate,Puerto Rico,Caguas,PR,753 Iron Deer Grounds,725.0
9351,Corporate,Puerto Rico,Caguas,PR,1731 Pleasant Fox Campus,725.0
655,Corporate,Puerto Rico,Caguas,PR,3050 Silent Cape,725.0
